Refined_Formal_Name,QID,Refined_Category,Status/Notes
Mario Nuzzi,Q1227379,Person,"别名 ""Mario dei Fiori""，以画花卉著称。 | 别名 Mario dei Fiori，花卉画家。"
Mario Nuzzi (Mario de' Fiori),,Person,[Reconstruction] 静物画家。
Mark Antony,Q51673,Person,罗马统帅马克·安东尼。
Mark Ritchie,Q6769447,Person,现代学者/作者（出现在参考书目中）。
Mark Samuel Weil,Q125296744,Person,现代艺术史学家（巴洛克雕塑研究）。
Marlborough Fine Art,,Place/Organization,"[OCR Fix] ""Malborough"" -> ""Marlborough""。画廊。"
Marquess of Powis,,Person,"可能是 William Herbert, 1st Marquess of Powis (Jacobite)。"
Marquis of Mantua,,Person,[Validation] 贡扎加家族头衔。
Marriage,Q26511045,Concept,[Category Fix] 原文误标为 Man-Made Object。
Marriage Allegory of the Rezzonico Family,A145,Work,[Category Fix] 提埃坡罗在 Ca' Rezzonico 的天顶画。
Mars and Venus,Q28796946,Work,[Category Fix] 神话主题或特定画作。
Martino Longhi the Elder,,Person,[Validation] 建筑师。 | 建筑师老马蒂诺·朗吉。
Martino Longhi the Younger,Q376713,Person,[Validation] 建筑师。 | 建筑师小马蒂诺·朗吉。
Martirii patiti dai Santi Martiri per la confessione di Cristo,,Work,[Typo Fix] 书籍/版画集标题，安东尼奥·坦佩斯塔（Tempesta）等人的作品。
Martyrdom of Saint John the Bishop,,Work,[Category Fix] 可能是 Bergamo 的 Tiepolo 画作（St John of Bergamo）。
"Mary, Queen of Scots",,Person,玛丽一世 (苏格兰)。
María Antonieta Gatas,R146,Person,"[OCR Fix] ""Mar赤a"" -> ""María""。Gatas 可能是 Gallas 或类似拼写，保留原词待查，或是现代学者名。"
Masaniello,Q735619,Person,"[OCR/Typo Fix] 极可能是 ""Masaniello""（那不勒斯渔民起义领袖）的误拼。 | 托马索·阿涅洛（Tommaso Aniello），那不勒斯起义领袖。"
Massacre of the Innocents,A148,Work,[Category Fix] 诸圣婴孩殉道图。
Massimiliano Soldani Benzi,Q3297734,Person,佛罗伦萨雕塑家/章牌师。 | 佛罗伦萨雕塑家和章牌制作者。
Massimo Petrocchi,Q59528519,Person,现代学者。
Massimo Stanzione,Q982384,Person,那不勒斯画家，被称为“那不勒斯的圭多·雷尼”。
Master of Monte Oliveto,Q18508515,Person,14世纪锡耶纳画派的匿名大师。
Matilda of Tuscany,Q464162,Person,托斯卡纳女伯爵（大女伯爵马蒂尔达）。
Matteo Bartolini,Q20246871,Person,17世纪建筑师。
Matteo Castelli,Q1909346,Person,活跃于波兰的意大利建筑师。
Matteo da Città di Castello,,Person,[Reconstruction] 文艺复兴建筑师。
Matteo del Teglia,R147,Person,托斯卡纳外交官/代理人。
Matthäus Daniel Pöppelmann,,Person,"[OCR Fix] ""P?ppelmann"" -> ""Pöppelmann""。德累斯顿建筑师。 | [OCR Fix] 乱码修复。德累斯顿茨温格宫的建筑师。"
Mattia Loret,Q17362230,Person,(1880–1949) 波兰艺术史学家，曾任职于罗马。
Mattia Preti,Q468632,Person,卡拉布里亚骑士，著名的巴洛克画家。
Mattia Rosichino,R148,Person,[Disambiguation] 17世纪巴贝里尼宫画廊的管理者（guardaroba）和导览手册作者。
Mattia de' Rossi,,Person,建筑师（贝尼尼学生）。 | 建筑师，贝尼尼的学生和助手。
Maurice Vaes,Q110215333,Person,现代艺术史学家（研究荷兰画家）。
Maurice of Savoy,,Person,萨伏伊的莫里斯枢机。
Maurizio Fagiolo dell'Arco,Q3852590,Person,著名的现代意大利艺术史学家（巴洛克权威）。
Mauro Antonio Tesi,Q3301722,Person,18世纪博洛尼亚画家和建筑师。 | 别名 Maurino。
Max Goering,Q107164334,Person,德国艺术史学家。
Max Harold Fisch,Q55988975,Person,哲学家/学者（维柯研究者）。
Max Hermann von Freeden,Q15834523,Person,德国艺术史学家（巴洛克研究）。
Max Steinbart,R149,Person,柏林银行家与艺术收藏家。
"Maximilian II Emanuel, Elector of Bavaria",,Person,[Merge Candidate] 指向 Max Emmanuel。 | 巴伐利亚选帝侯。
"Maximilian III Joseph, Elector of Bavaria",Q57841,Person,
Maximilien Misson,Q345742,Person,17世纪法国旅行作家（大游学向导）。
Maximilien Robespierre,Q44197,Person,罗伯斯庇尔。
Maxwell White,R150,Person,学者（意大利文学/历史）。
Mecklenburg,Q109057,Place,德国梅克伦堡地区。
Medici Villa of Poggio a Caiano,,Place,美第奇别墅。
Melchiorre Missirini,Q7002198,Person,19世纪意大利传记作家（卡诺瓦传记作者）。
Mercury,A373,Person,[Myth] 墨丘利神（除非特指某雕像，视为神话人物）。
Mercury awaking Aeneas,A150,Work,[Category Fix] 画作主题（如提埃坡罗作品）。
Messina,,Place,西西里墨西拿。
Metropolitan Museum of Art,Q160236,Organization,[Category Fix] 纽约大都会艺术博物馆。
Meyer Schapiro,Q533444,Person,著名艺术史学家。
Miani family,,Group,威尼斯贵族家族。
Micco Spadaro,,Person,(Domenico Gargiulo) 那不勒斯画家。
Michael Baxandall,Q741130,Person,著名艺术史学家。
Michael Conforti,R152,Person,博物馆馆长/艺术史学者。
Michael Jaffé,Q6831576,Person,"[OCR Fix] 乱码修复 ""Jaff谷"" -> ""Jaffé""。鲁本斯专家。"
Michael Levey,Q532695,Person,英国艺术史学家，国家美术馆馆长。
Michel Dorigny,Q3309511,Person,法国画家和版画家（Simon Vouet 的女婿）。
Michel Hoog,Q59525121,Person,法国博物馆策展人（橘园美术馆）。
Michel de Montaigne,,Person,蒙田。
Michelangelo,,Person,[Merge Candidate] 米开朗基罗全名。 | 米开朗基罗。
Michelangelo Cerquozzi,Q979862,Person,罗马班波恰画派（Bamboccianti）画家。
Michelangelo Gualandi,Q19997569,Person,19世纪艺术史料编纂者。
Michelangelo Morlaiter,,Person,威尼斯画家（雕塑家 G.M. Morlaiter 之子）。
Michelangelo Muraro,Q19997568,Person,威尼斯艺术史学家。
Michele Barbi,Q1668350,Person,意大利但丁学者。
Michele Battaglia,Q15731683,Person,威尼斯历史学者/作家。
Michele Giustiniani,Q16830739,Person,17世纪作家。 | [Reconstruction] 历史学家/作家。
Michele Lauretano,R153,Person,17世纪耶稣会士（Collegio Romano 院长）。
Michele Marieschi,Q2501578,Person,威尼斯风景画家。
Michele Peretti,Q26253783,Person,可能是 Peretti 家族成员（Montalto 枢机）。
Michiel Sweerts,Q1342328,Person,佛兰芒巴洛克画家。 | 佛兰芒画家。
Midas Washing at the Source of the Pactolus,Q19911476,Work,[Category Fix] 普桑或其他人的画作。
Miguel de Cervantes,Q5682,Person,塞万提斯。
Miguel de Molinos,Q969234,Person,寂静主义神学家。
Miles de Noyers,Q3314096,Person,[Verification] 法国历史人物，需确认是否为画中人物。
Mina Pajes Merriman,R154,Person,艺术史学家（Giuseppe Maria Crespi 专家）。
Minerva,Q126916,Person,[Myth] 密涅瓦（雅典娜）。
Minneapolis Institute of Art,Q1700481,Organization,[Category Fix] 博物馆。
Mira,Q48144,Place,威尼斯附近城镇。
Mississippi Gallery,G16,Organization,[Context] 需结合具体语境，可能是现代博物馆（Mississippi Museum of Art）或误读。
Mississippi River,G138,Place,密西西比河（可能出现在寓意画或地图中）。
Modello,,Concept,[Category Fix] 原文误标为 Conceptual Object。指“模范/草稿”。
Modello for the Apotheosis of St Ignatius,,Work,[Category Fix] 波佐（Andrea Pozzo）的草稿。
Modello for the Glory of St Aloysius Gonzaga,,Work,[Category Fix] 波佐的草稿。
Mogliano Veneto,,Place,威尼斯附近城镇。
Mola painting the portrait of Pope Alexander VII,A152,Work,[Category Fix] 乔瓦尼·巴蒂斯塔·高利（Baciccio）或 Mola 的画作。
Mona Lisa,Q12418,Work,[Category Fix] 蒙娜丽莎。
Monastery of San Paolo d'Argon,,Place,贝加莫附近的修道院。
Mondovì,Q20188,Place,"[OCR Fix] 乱码修复 ""足"" -> ""ì""。皮埃蒙特城市。"
Mondovì Cathedral,Q2942719,Place,[OCR Fix] 蒙多维大教堂。
Monsieur de Blainville,,Person,[Disambiguation] 旅行家 (著有Travels)。 | [Disambiguation] 旅行记作者 (可能化名)。 | [Validation] 同上。
Monsieur de Saint-Sauveur,,Person,[Context] 可能是法国外交官或相关人物。
Monsignor Olivieri,,Person,可能是 Fabio Olivieri (红衣主教) 等。
Monsù Desiderio (François de Nomé / Didier Barra),,Person,[Disambiguation] 17世纪那不勒斯画派化名，主要指 François de Nomé。
Monte Cassino,Q154372,Place,卡西诺山修道院。
Montecchio,Q10842,Place,意大利地名。
Montesquieu,Q15975,Person,孟德斯鸠。
Monument to Doge Giovanni Pesaro,,Work,[Category Fix] 位于 Frari 教堂的陵墓雕塑。
Monument to Pope Gregory XV,A377,Work,[Category Fix] 墓葬雕塑（如 Le Gros 的作品）。
Monument to the 1st Duke of Marlborough,A439,Work,[Category Fix] 里斯伯勒（Rysbrack）在布伦海姆宫的作品。
Moor Park,Q3862780,Place,赫特福德郡庄园。
Moravia,Q43266,Place,摩拉维亚地区。
Morosini family,,Group,威尼斯贵族家族。
Moses Striking the Rock,,Work,"[Typo Fix] ""strikin"" -> ""Striking""。"
Moses Trampling on Pharaoh's Crown,,Work,"[Typo Fix] ""Pharoah"" -> ""Pharaoh""。普桑等人的画作主题。"
Moses Turning Aaron's Staff into a Serpent,Q19820177,Work,[Category Fix] 圣经主题/画作。
Mostra dei Remondini,A154,Event,[Category Fix] 1958年在巴萨诺举办的重要展览。
Mostra del Tiepolo,A155,Event,[Category Fix] 1971年在乌迪内举办的提埃坡罗大展。
Mourners at Tomb of Francesco Algarotti in Pisa,A380,Work,[Category Fix] 特定画作或版画主题。
Mucius Scaevola at the Altar,A399,Work,[Category Fix] 穆齐奥·斯凯沃拉历史画主题。
Municipal Library,,Organization,市立图书馆（泛指）。
Murals at Windsor Castle,A156,Work,[Category Fix] 温莎城堡壁画（如 Verrio 的作品）。
Murals for the Vienna Residence,A157,Work,[Category Fix] 可能是指列支敦士登宫或其他维也纳宫殿壁画。
Museo Correr,Q1470912,Organization,[Category Fix] 科雷尔博物馆。
Museo Nazionale del Bargello,,Place,[Validation] 佛罗伦萨博物馆。
Museo Nazionale di Palazzo Venezia,,Organization,[Category Fix] 罗马威尼斯宫博物馆。
Museo Storico Navale,Q1954326,Organization,[Category Fix] 威尼斯海军历史博物馆。
Museo del Prado,Q160112,Organization,[Category Fix] 普拉多博物馆。
Museo dell'Opera del Duomo,Q1200696,Organization,[Category Fix] 主教座堂博物馆（佛罗伦萨/锡耶纳等）。
Museo della Torre di San Marco,G57,Organization,[Category Fix] 可能是特定的小型博物馆，需确认具体城市。
Museo di Capodimonte,,Organization,[Category Fix] 卡波迪蒙特博物馆。
Museo di Roma,Q3868175,Organization,[Category Fix] 罗马博物馆（Palazzo Braschi）。
Museum Boijmans Van Beuningen,Q679527,Organization,[Category Fix] 鹿特丹博伊曼斯·范·伯宁恩美术馆。
Museum Studies,,Work,[Validation] 期刊名。
Musée Cognacq-Jay,,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée""。巴黎博物馆。"
Musée Jacquemart-André,,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée"", ""Andr谷"" -> ""André""。"
Muséum d'Orléans pour la biodiversité et l'environnement,,Organization,"[OCR Fix] ""Orl谷ans"" -> ""Orléans""。"
Mythological Scene with the Rape of Proserpine,Q26713748,Work,[Category Fix] 普洛塞庇娜的劫夺。
Nafpaktos,Q782278,Place,勒班陀（Lepanto）的现代名。
Naples,,Place,那不勒斯。
Napoleon,,Person,拿破仑。
Napoleonic government,G44,Organization,[Context] 指拿破仑统治时期的政府机构。
Narcissus,A159,Work,[Category Fix] 纳喀索斯（神话人物或卡拉瓦乔画作）。
Narford Hall,Q17535467,Place,诺福克郡庄园，安德鲁·方丹的收藏地。
Natale Fabrini,Q111601331,Person,历史学家（特定城市的地方史作者）。
National Archaeological Museum,Q1352282,Organization,[Category Fix] 可能是那不勒斯或雅典的国家考古博物馆。
National Gallery,Q180788,Organization,[Category Fix] 伦敦国家美术馆。
National Gallery of Art,Q214867,Organization,[Category Fix] 华盛顿国家美术馆。
National Gallery of Victoria,Q1464509,Organization,[Category Fix] 墨尔本维多利亚国家美术馆。
National Museum of Roman Art,Q3330685,Organization,[Category Fix] 梅里达（西班牙）罗马艺术博物馆，或指罗马Terme博物馆。
National Portrait Gallery,Q238587,Organization,[Category Fix] 伦敦国家肖像馆。
Nationalism and art,,Concept,[Category Fix] 研究主题。
Nationalmuseum,Q842858,Organization,[Category Fix] 斯德哥尔摩国家博物馆。
Naudaeana,G126,Work,[Category Fix] 加布里埃尔·诺德（Gabriel Naudé）的语录集。
Neil Maclaren,Q19997572,Person,荷兰画派专家，国家美术馆策展人。
Nepotism in Rome,,Concept,[Category Fix] 历史现象/概念。
Neptune,A162,Person,[Myth] 海神尼普顿。
Neptune Fountain,A441,Work,[Category Fix] 海神喷泉（博洛尼亚/佛罗伦萨等）。
Neptune Paying Homage to Venice,A351,Work,[Category Fix] 提埃坡罗在公爵宫的画作。
Nero being shown the Corpse of Seneca,A163,Work,[Category Fix] 历史画主题。
Niccolò Bambini,Q1111424,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯画家。"
Niccolò Berrettoni,Q2406864,Person,"[OCR Fix] ""辰"" -> ""ò""。马拉塔的学生。"
Niccolò Cassana,Q3341172,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯肖像画家。"
Niccolò Circignani,Q382762,Person,"[OCR Fix] ""Niccol辰"" -> ""Niccolò""。别名 Il Pomarancio。 | [OCR Fix] ""辰"" -> ""ò""。别名 Il Pomarancio。"
Niccolò Machiavelli,Q1399,Person,"[Disambiguation] 马基雅维利。 | [OCR Fix] ""辰"" -> ""ò""。马基雅维利。"
Niccolò Madrisio,Q86826517,Person,"[OCR Fix] ""辰"" -> ""ò""。18世纪威尼斯/乌迪内旅行家、诗人。"
Niccolò Maria Pallavicini,,Person,"[OCR Fix] ""辰"" -> ""ò""。 | 罗马重要的艺术赞助人（Maratti 的赞助者）。"
Niccolò Melanconici,,Person,"[OCR Fix/Typo] ""辰""应为""ò""。姓氏可能是 Menghini (雕塑家) 或 Melchiorri 的误拼。"
Niccolò Sagredo,,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯总督。"
Niccolò Simonelli,Q97072945,Person,"[OCR Fix] ""辰"" -> ""ò""。罗马艺术收藏家。"
Nicholas Stone,Q1985010,Person,英国雕塑家和建筑师。
Nicholas Turner,Q110243718,Person,现代艺术史学家（绘画专家）。
Nicodemus Tessin the Elder,Q61188,Person,瑞典建筑师。
Nicodemus Tessin the Younger,,Person,瑞典巴洛克建筑师。
Nicola Malinconico,Q1625828,Person,那不勒斯画家。
Nicola Mazzoni,,Person,[Check] 可能是 Sebastiano Mazzoni 的误写或小众人物，亦可能是现代人物。
Nicola Salvi,Q1986231,Person,特莱维喷泉建筑师。
Nicola del Rosso,,Person,
Nicolas Fouquet,Q312794,Person,路易十四的财政大臣。
Nicolas Malebranche,Q309818,Person,[Validation] 哲学家。 | 哲学家。
Nicolas Poussin,Q41554,Person,普桑。
Nicolas Powell,Q19754048,Person,艺术史学家（Fuseli 研究者）。
Nicolas Vleughels,Q3340864,Person,法国画家，罗马法兰西学院院长。
Nicolas de Pigage,Q316227,Person,洛林建筑师，活跃于德国。
Nicolas-Claude Fabri de Peiresc,Q440183,Person,[Category Fix] 原文误标为 Place。Peiresc 是普罗旺斯人。 | 著名的学者和古董收藏家。
Niels von Holst,,Person,德国艺术史学家。
Nikolaus Pevsner,Q61682,Person,著名的建筑史学家。
Nile Mosaic of Palestrina,,Work,[Specific Name] 著名的帕莱斯特里纳尼罗河马赛克。
Noble Glacier,Q7045727,Place,"[Verify] 可能是地名 ""Noble Glacier"" (南极?)，但在艺术史中极不寻常。疑为 ""Nobile Glauco"" (Scultore?) 或 ""Noble Grec"" 的误读。暂标地点。"
Norah Smallwood,Q7050230,Person,英国出版人。
Norbert Wibiral,Q59529436,Person,奥地利艺术史学家。
Norfolk,Q23109,Place,英国诺福克郡。
North Carolina Museum of Art,Q1459878,Organization,[Category Fix] 博物馆。
Northamptonshire,Q67311402,Place,英国北安普敦郡。
Nymphenburg Palace,,Place,宁芬堡。 | 慕尼黑宁芬堡宫。
Nymphenburg Palace Park,,Place,宁芬堡花园。
"Odoardo Farnese, Duke of Parma",,Person,[Validation] 帕尔马公爵。
Odoardo Hillyer Giglioli,Q41872005,Person,艺术史学家。
Officium Beatae Mariae Virginis,,Work,[Validation] 圣母日课 (手稿/书)。
Olavo Redig de Campos,Q33189120,Person,巴西建筑师。
Old Man with a Pipe and Tobacco Pouch,,Work,[Category Fix] 画作主题。
Old Woman with Glasses,A406,Work,[Category Fix] 画作主题。
Olimpia Aldobrandini,Q69885126,Person,阿尔多布兰迪尼家族成员。
Olimpia Maidalchini,Q260170,Person,别名 Donna Olimpia，教皇英诺森十世的弟媳。
Oliver Millar,Q3350664,Person,英国皇家收藏管理者/艺术史学家。
Onorato Gini,R157,Person,[Verify] 可能是 Onorato Giani (误拼) 或特定小众人物。
Opera in Rome,,Concept,[Category Fix] 研究主题。
Oratorians,,Group,司铎祈祷会（奥拉托利会）。
Oratorio,,Concept,[Category Fix] 清唱剧或祈祷所概念。
Oratory,,Place,祈祷所（泛指）。
Oratory of Saint Philip Neri,Q247132,Organization,圣菲利波·内里祈祷会（机构或建筑）。
Oratory of Saints Cecilia and Valeriano,,Place,博洛尼亚祈祷所。
Oratory of San Girolamo,,Place,可能是博洛尼亚或威尼斯的祈祷所。
Oratory/Church of Santa Cecilia (Bologna),,Place,[Validation] 博洛尼亚教堂。
Orazio Arrighi Landini,Q61472319,Person,17世纪人物。 | [Reconstruction] 18世纪作家/翻译家。
Orazio Gentileschi,Q367360,Person,著名的卡拉瓦乔派画家。
