Refined_Formal_Name,Refined_Category,Status/Notes
Manuel de Acevedo y Zúñiga (Count of Monterrey),Person,"[OCR Fix] ""?"" -> ""ñ""。那不勒斯总督。"
Marcantonio Barbaro,Person,[Validation] 威尼斯贵族/Palladio赞助人。
Marcantonio Chiarini,Person,[Reconstruction] 博洛尼亚画家 (Quadraturista)。 | [Validation] 博洛尼亚画家 (Quadraturista)。
Marcantonio Colonna,Person,"[Validation] 贵族 (可能是 Marcantonio II, 勒班陀战役英雄，或后代)。"
Marcantonio Franceschini,Person,[Category Fix] 原文误标为 Place。博洛尼亚画家。
Marcantonio II Colonna,Person,[Validation] 帕利亚诺亲王/勒班陀战役英雄。
Marcel Roethlisberger,Person,[Validation] 艺术史学家 (Claude Lorrain专家)。
Marcello Del Piazzo,Person,[Validation] 档案学家。
Marcello Malpighi,Person,[Validation] 医生/生物学家。
Marcello Oretti,Person,[Validation] 博洛尼亚艺术传记作家。
Marcello Sacchetti,Person,[Validation] 罗马银行家/赞助人 (Pietro da Cortona)。
Marchands-amateurs,Concept,[Category Fix] 原文误标为 Man-Made Object。指“业余艺术商”这一特定历史群体/概念。
Marche,Place,"""Marche"" 的英语复数形式，标准化为 Marche。 | 意大利马尔凯大区。"
Marchese Raggi,Person,可能是 Lorenzo Raggi 或该家族成员（如 Bernini 的赞助人），保留头衔。
Marchese Ruspoli,Person,[Category Fix] 原文误标为 Man-Made Object。Francesco Maria Ruspoli 等。
Marchigian town,Place,泛指马尔凯大区的城镇。
Marco Benefial,Person,罗马画家。
Marco Boschini,Person,威尼斯画家及艺术理论家（《Carta del Navegar Pitoresco》作者）。
Marco Fantuzzi,Person,
Marco Foscarini,Person,威尼斯总督（Doge）。
Marco Pitteri,Person,威尼斯版画家。
Marco Ricci,Person,威尼斯风景画家。
Marco Sacconi,Person,
Marco Sebastiano Giampiccoli,Person,威尼斯版画家。
Marcus Atilius Regulus,Person,罗马执政官，历史画常见主题。
Marcus Curtius,Person,罗马神话英雄，历史画常见主题。
Marcus Furius Camillus,Person,罗马独裁官，历史画常见主题。
Marcus Junius Brutus,Person,刺杀凯撒的布鲁图斯。
Margaret Whinney,Person,现代著名的英国艺术史学家。
Marguerite Calberg,Person,"[Full Name] ""Melle""即Mlle，比利时纺织/艺术史学者。"
Marguerite Louise d'Orléans,Person,"[OCR Fix] 乱码修复 ""Orl谷ans"" -> ""Orléans""。托斯卡纳大公夫人。 | 托斯卡纳大公夫人。"
Maria Caterina,Person,"[Ambiguous] 极泛指。结合上下文可能是 Rosalba Carriera 画作中的 ""Sister Maria Caterina"" 或 Maria Caterina Brignole。"
Maria Elena Ghelli,Person,
Maria Labia,Person,威尼斯 Labia 家族成员，Tiepolo 曾为该家族宫殿作画。
Maria Letizia Strocchi,Person,现代艺术史学者。
Maria Luisa,Person,常见王室名（如西班牙的玛丽亚·路易莎），需结合特定条目消歧。
Maria Mancini,Person,马萨林枢机的侄女，路易十四的情人。
Maria Pamphilj,Person,[Spelling Fix] 标准化拼写为 Pamphilj (Olimpia Maidalchini 的女儿等)。
Maria Sellschopp,Person,可能是现代学者或具体的收藏/捐赠者。
Maria Sergeevna Konopleva,Person,苏联艺术史学家/策展人。
Maria Teresa Bonadonna Russo,Person,现代学者（罗马历史研究）。
Maria Theresa,Person,玛丽亚·特蕾莎女王。
Maria Vittoria Brugnoli,Person,现代艺术史学家。
Maria Walpole,Person,格洛斯特公爵夫人，沃尔波尔家族成员。
Marianne Roland Michel,Person,著名的法国艺术史学家（专攻18世纪）。
Mariano Armellini,Person,历史学家/考古学家（罗马基督教考古）。
Marie Thérèse Rodet Geoffrin,Person,[Disambiguation] 著名沙龙女主人。 | [OCR Fix] 乱码修复。若弗兰夫人，著名的沙龙女主人。
Marie de' Medici,Person,法国玛丽·德·美第奇王后。
Marilyn Aronberg Lavin,Person,现代著名的艺术史学家（Piero della Francesca 研究者）。
Marino Berengo,Person,现代意大利历史学家。
Mario Brunetti,Person,历史学家（威尼斯研究）。
Mario Chigi,Person,[Reconstruction] 教皇兄弟。 | 基吉家族成员（如教皇亚历山大七世的兄弟）。
Mario D'Orsi,Person,现代艺术评论家/学者。
Mario Minniti,Person,"[OCR Fix] ""Minitti"" -> ""Minniti""。卡拉瓦乔的朋友/模特。 | 卡拉瓦乔的朋友和模特，西西里画家。"
Mario Nuzzi,Person,"别名 ""Mario dei Fiori""，以画花卉著称。 | 别名 Mario dei Fiori，花卉画家。"
Mario Nuzzi (Mario de' Fiori),Person,[Reconstruction] 静物画家。
Mark Antony,Person,罗马统帅马克·安东尼。
Mark Ritchie,Person,现代学者/作者（出现在参考书目中）。
Mark Samuel Weil,Person,现代艺术史学家（巴洛克雕塑研究）。
Marlborough Fine Art,Place/Organization,"[OCR Fix] ""Malborough"" -> ""Marlborough""。画廊。"
Marquess of Powis,Person,"可能是 William Herbert, 1st Marquess of Powis (Jacobite)。"
Marquis of Mantua,Person,[Validation] 贡扎加家族头衔。
Marriage,Concept,[Category Fix] 原文误标为 Man-Made Object。
Marriage Allegory of the Rezzonico Family,Work,[Category Fix] 提埃坡罗在 Ca' Rezzonico 的天顶画。
Mars and Venus,Work,[Category Fix] 神话主题或特定画作。
Martino Longhi the Elder,Person,[Validation] 建筑师。 | 建筑师老马蒂诺·朗吉。
Martino Longhi the Younger,Person,[Validation] 建筑师。 | 建筑师小马蒂诺·朗吉。
Martirii patiti dai Santi Martiri per la confessione di Cristo,Work,[Typo Fix] 书籍/版画集标题，安东尼奥·坦佩斯塔（Tempesta）等人的作品。
Martyrdom of Saint John the Bishop,Work,[Category Fix] 可能是 Bergamo 的 Tiepolo 画作（St John of Bergamo）。
"Mary, Queen of Scots",Person,玛丽一世 (苏格兰)。
María Antonieta Gatas,Person,"[OCR Fix] ""Mar赤a"" -> ""María""。Gatas 可能是 Gallas 或类似拼写，保留原词待查，或是现代学者名。"
Masaniello,Person,"[OCR/Typo Fix] 极可能是 ""Masaniello""（那不勒斯渔民起义领袖）的误拼。 | 托马索·阿涅洛（Tommaso Aniello），那不勒斯起义领袖。"
Massacre of the Innocents,Work,[Category Fix] 诸圣婴孩殉道图。
Massimiliano Soldani Benzi,Person,佛罗伦萨雕塑家/章牌师。 | 佛罗伦萨雕塑家和章牌制作者。
Massimo Petrocchi,Person,现代学者。
Massimo Stanzione,Person,那不勒斯画家，被称为“那不勒斯的圭多·雷尼”。
Master of Monte Oliveto,Person,14世纪锡耶纳画派的匿名大师。
Matilda of Tuscany,Person,托斯卡纳女伯爵（大女伯爵马蒂尔达）。
Matteo Bartolini,Person,17世纪建筑师。
Matteo Castelli,Person,活跃于波兰的意大利建筑师。
Matteo da Città di Castello,Person,[Reconstruction] 文艺复兴建筑师。
Matteo del Teglia,Person,托斯卡纳外交官/代理人。
Matthäus Daniel Pöppelmann,Person,"[OCR Fix] ""P?ppelmann"" -> ""Pöppelmann""。德累斯顿建筑师。 | [OCR Fix] 乱码修复。德累斯顿茨温格宫的建筑师。"
Mattia Loret,Person,(1880–1949) 波兰艺术史学家，曾任职于罗马。
Mattia Preti,Person,卡拉布里亚骑士，著名的巴洛克画家。
Mattia Rosichino,Person,[Disambiguation] 17世纪巴贝里尼宫画廊的管理者（guardaroba）和导览手册作者。
Mattia de' Rossi,Person,建筑师（贝尼尼学生）。 | 建筑师，贝尼尼的学生和助手。
Maurice Vaes,Person,现代艺术史学家（研究荷兰画家）。
Maurice of Savoy,Person,萨伏伊的莫里斯枢机。
Maurizio Fagiolo dell'Arco,Person,著名的现代意大利艺术史学家（巴洛克权威）。
Mauro Antonio Tesi,Person,18世纪博洛尼亚画家和建筑师。 | 别名 Maurino。
Max Goering,Person,德国艺术史学家。
Max Harold Fisch,Person,哲学家/学者（维柯研究者）。
Max Hermann von Freeden,Person,德国艺术史学家（巴洛克研究）。
Max Steinbart,Person,柏林银行家与艺术收藏家。
"Maximilian II Emanuel, Elector of Bavaria",Person,[Merge Candidate] 指向 Max Emmanuel。 | 巴伐利亚选帝侯。
"Maximilian III Joseph, Elector of Bavaria",Person,
Maximilien Misson,Person,17世纪法国旅行作家（大游学向导）。
Maximilien Robespierre,Person,罗伯斯庇尔。
Maxwell White,Person,学者（意大利文学/历史）。
Mecklenburg,Place,德国梅克伦堡地区。
Medici Villa of Poggio a Caiano,Place,美第奇别墅。
Melchiorre Missirini,Person,19世纪意大利传记作家（卡诺瓦传记作者）。
Mercury,Person,[Myth] 墨丘利神（除非特指某雕像，视为神话人物）。
Mercury awaking Aeneas,Work,[Category Fix] 画作主题（如提埃坡罗作品）。
Messina,Place,西西里墨西拿。
Metropolitan Museum of Art,Organization,[Category Fix] 纽约大都会艺术博物馆。
Meyer Schapiro,Person,著名艺术史学家。
Miani family,Group,威尼斯贵族家族。
Micco Spadaro,Person,(Domenico Gargiulo) 那不勒斯画家。
Michael Baxandall,Person,著名艺术史学家。
Michael Conforti,Person,博物馆馆长/艺术史学者。
Michael Jaffé,Person,"[OCR Fix] 乱码修复 ""Jaff谷"" -> ""Jaffé""。鲁本斯专家。"
Michael Levey,Person,英国艺术史学家，国家美术馆馆长。
Michel Dorigny,Person,法国画家和版画家（Simon Vouet 的女婿）。
Michel Hoog,Person,法国博物馆策展人（橘园美术馆）。
Michel de Montaigne,Person,蒙田。
Michelangelo,Person,[Merge Candidate] 米开朗基罗全名。 | 米开朗基罗。
Michelangelo Cerquozzi,Person,罗马班波恰画派（Bamboccianti）画家。
Michelangelo Gualandi,Person,19世纪艺术史料编纂者。
Michelangelo Morlaiter,Person,威尼斯画家（雕塑家 G.M. Morlaiter 之子）。
Michelangelo Muraro,Person,威尼斯艺术史学家。
Michele Barbi,Person,意大利但丁学者。
Michele Battaglia,Person,威尼斯历史学者/作家。
Michele Giustiniani,Person,17世纪作家。 | [Reconstruction] 历史学家/作家。
Michele Lauretano,Person,17世纪耶稣会士（Collegio Romano 院长）。
Michele Marieschi,Person,威尼斯风景画家。
Michele Peretti,Person,可能是 Peretti 家族成员（Montalto 枢机）。
Michiel Sweerts,Person,佛兰芒巴洛克画家。 | 佛兰芒画家。
Midas Washing at the Source of the Pactolus,Work,[Category Fix] 普桑或其他人的画作。
Miguel de Cervantes,Person,塞万提斯。
Miguel de Molinos,Person,寂静主义神学家。
Miles de Noyers,Person,[Verification] 法国历史人物，需确认是否为画中人物。
Mina Pajes Merriman,Person,艺术史学家（Giuseppe Maria Crespi 专家）。
Minerva,Person,[Myth] 密涅瓦（雅典娜）。
Minneapolis Institute of Art,Organization,[Category Fix] 博物馆。
Mira,Place,威尼斯附近城镇。
Mississippi Gallery,Organization,[Context] 需结合具体语境，可能是现代博物馆（Mississippi Museum of Art）或误读。
Mississippi River,Place,密西西比河（可能出现在寓意画或地图中）。
Modello,Concept,[Category Fix] 原文误标为 Conceptual Object。指“模范/草稿”。
Modello for the Apotheosis of St Ignatius,Work,[Category Fix] 波佐（Andrea Pozzo）的草稿。
Modello for the Glory of St Aloysius Gonzaga,Work,[Category Fix] 波佐的草稿。
Mogliano Veneto,Place,威尼斯附近城镇。
Mola painting the portrait of Pope Alexander VII,Work,[Category Fix] 乔瓦尼·巴蒂斯塔·高利（Baciccio）或 Mola 的画作。
Mona Lisa,Work,[Category Fix] 蒙娜丽莎。
Monastery of San Paolo d'Argon,Place,贝加莫附近的修道院。
Mondovì,Place,"[OCR Fix] 乱码修复 ""足"" -> ""ì""。皮埃蒙特城市。"
Mondovì Cathedral,Place,[OCR Fix] 蒙多维大教堂。
Monsieur de Blainville,Person,[Disambiguation] 旅行家 (著有Travels)。 | [Disambiguation] 旅行记作者 (可能化名)。 | [Validation] 同上。
Monsieur de Saint-Sauveur,Person,[Context] 可能是法国外交官或相关人物。
Monsignor Olivieri,Person,可能是 Fabio Olivieri (红衣主教) 等。
Monsù Desiderio (François de Nomé / Didier Barra),Person,[Disambiguation] 17世纪那不勒斯画派化名，主要指 François de Nomé。
Monte Cassino,Place,卡西诺山修道院。
Montecchio,Place,意大利地名。
Montesquieu,Person,孟德斯鸠。
Monument to Doge Giovanni Pesaro,Work,[Category Fix] 位于 Frari 教堂的陵墓雕塑。
Monument to Pope Gregory XV,Work,[Category Fix] 墓葬雕塑（如 Le Gros 的作品）。
Monument to the 1st Duke of Marlborough,Work,[Category Fix] 里斯伯勒（Rysbrack）在布伦海姆宫的作品。
Moor Park,Place,赫特福德郡庄园。
Moravia,Place,摩拉维亚地区。
Morosini family,Group,威尼斯贵族家族。
Moses Striking the Rock,Work,"[Typo Fix] ""strikin"" -> ""Striking""。"
Moses Trampling on Pharaoh's Crown,Work,"[Typo Fix] ""Pharoah"" -> ""Pharaoh""。普桑等人的画作主题。"
Moses Turning Aaron's Staff into a Serpent,Work,[Category Fix] 圣经主题/画作。
Mostra dei Remondini,Event,[Category Fix] 1958年在巴萨诺举办的重要展览。
Mostra del Tiepolo,Event,[Category Fix] 1971年在乌迪内举办的提埃坡罗大展。
Mourners at Tomb of Francesco Algarotti in Pisa,Work,[Category Fix] 特定画作或版画主题。
Mucius Scaevola at the Altar,Work,[Category Fix] 穆齐奥·斯凯沃拉历史画主题。
Municipal Library,Organization,市立图书馆（泛指）。
Murals at Windsor Castle,Work,[Category Fix] 温莎城堡壁画（如 Verrio 的作品）。
Murals for the Vienna Residence,Work,[Category Fix] 可能是指列支敦士登宫或其他维也纳宫殿壁画。
Museo Correr,Organization,[Category Fix] 科雷尔博物馆。
Museo Nazionale del Bargello,Place,[Validation] 佛罗伦萨博物馆。
Museo Nazionale di Palazzo Venezia,Organization,[Category Fix] 罗马威尼斯宫博物馆。
Museo Storico Navale,Organization,[Category Fix] 威尼斯海军历史博物馆。
Museo del Prado,Organization,[Category Fix] 普拉多博物馆。
Museo dell'Opera del Duomo,Organization,[Category Fix] 主教座堂博物馆（佛罗伦萨/锡耶纳等）。
Museo della Torre di San Marco,Organization,[Category Fix] 可能是特定的小型博物馆，需确认具体城市。
Museo di Capodimonte,Organization,[Category Fix] 卡波迪蒙特博物馆。
Museo di Roma,Organization,[Category Fix] 罗马博物馆（Palazzo Braschi）。
Museum Boijmans Van Beuningen,Organization,[Category Fix] 鹿特丹博伊曼斯·范·伯宁恩美术馆。
Museum Studies,Work,[Validation] 期刊名。
Musée Cognacq-Jay,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée""。巴黎博物馆。"
Musée Jacquemart-André,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée"", ""Andr谷"" -> ""André""。"
Muséum d'Orléans pour la biodiversité et l'environnement,Organization,"[OCR Fix] ""Orl谷ans"" -> ""Orléans""。"
Mythological Scene with the Rape of Proserpine,Work,[Category Fix] 普洛塞庇娜的劫夺。
Nafpaktos,Place,勒班陀（Lepanto）的现代名。
Naples,Place,那不勒斯。
Napoleon,Person,拿破仑。
Napoleonic government,Organization,[Context] 指拿破仑统治时期的政府机构。
Narcissus,Work,[Category Fix] 纳喀索斯（神话人物或卡拉瓦乔画作）。
Narford Hall,Place,诺福克郡庄园，安德鲁·方丹的收藏地。
Natale Fabrini,Person,历史学家（特定城市的地方史作者）。
National Archaeological Museum,Organization,[Category Fix] 可能是那不勒斯或雅典的国家考古博物馆。
National Gallery,Organization,[Category Fix] 伦敦国家美术馆。
National Gallery of Art,Organization,[Category Fix] 华盛顿国家美术馆。
National Gallery of Victoria,Organization,[Category Fix] 墨尔本维多利亚国家美术馆。
National Museum of Roman Art,Organization,[Category Fix] 梅里达（西班牙）罗马艺术博物馆，或指罗马Terme博物馆。
National Portrait Gallery,Organization,[Category Fix] 伦敦国家肖像馆。
Nationalism and art,Concept,[Category Fix] 研究主题。
Nationalmuseum,Organization,[Category Fix] 斯德哥尔摩国家博物馆。
Naudaeana,Work,[Category Fix] 加布里埃尔·诺德（Gabriel Naudé）的语录集。
Neil Maclaren,Person,荷兰画派专家，国家美术馆策展人。
Nepotism in Rome,Concept,[Category Fix] 历史现象/概念。
Neptune,Person,[Myth] 海神尼普顿。
Neptune Fountain,Work,[Category Fix] 海神喷泉（博洛尼亚/佛罗伦萨等）。
Neptune Paying Homage to Venice,Work,[Category Fix] 提埃坡罗在公爵宫的画作。
Nero being shown the Corpse of Seneca,Work,[Category Fix] 历史画主题。
Niccolò Bambini,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯画家。"
Niccolò Berrettoni,Person,"[OCR Fix] ""辰"" -> ""ò""。马拉塔的学生。"
Niccolò Cassana,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯肖像画家。"
Niccolò Circignani,Person,"[OCR Fix] ""Niccol辰"" -> ""Niccolò""。别名 Il Pomarancio。 | [OCR Fix] ""辰"" -> ""ò""。别名 Il Pomarancio。"
Niccolò Machiavelli,Person,"[Disambiguation] 马基雅维利。 | [OCR Fix] ""辰"" -> ""ò""。马基雅维利。"
